time,distance,litros
2023-05-10 03:05:59.539272,75.5,644.0
2023-05-10 03:07:05.223901,75.49,644.0
2023-05-10 03:08:10.876108,75.46,644.0
2023-05-10 03:09:16.520622,75.08,647.0
2023-05-10 03:10:22.186917,75.49,644.0
2023-05-10 03:11:27.856166,75.95,641.0
2023-05-10 03:12:33.523263,75.76,643.0
2023-05-10 03:13:39.183173,75.93,642.0
2023-05-10 03:14:44.854621,75.93,642.0
2023-05-10 03:15:50.546540,75.49,644.0
2023-05-10 03:16:56.245010,75.96,641.0
2023-05-10 03:18:01.933648,75.46,644.0
2023-05-10 03:19:07.584637,75.49,644.0
2023-05-10 03:20:13.277375,76.31,639.0
2023-05-10 03:21:18.973337,75.95,641.0
2023-05-10 03:22:24.610601,75.5,644.0
2023-05-10 03:23:30.279105,75.51,644.0
2023-05-10 03:24:35.974931,75.52,644.0
2023-05-10 03:25:41.606496,75.98,641.0
2023-05-10 03:26:47.273881,75.48,644.0
2023-05-10 03:27:52.968926,75.44,644.0
2023-05-10 03:28:58.659707,75.53,644.0
2023-05-10 03:30:04.327899,75.49,644.0
2023-05-10 03:31:10.003257,75.48,644.0
2023-05-10 03:32:15.683868,75.46,644.0
2023-05-10 03:33:21.348863,75.51,644.0
2023-05-10 03:34:26.995988,76.22,640.0
2023-05-10 03:35:32.694035,75.48,644.0
2023-05-10 03:36:38.315434,75.96,641.0
2023-05-10 03:37:43.995237,75.96,641.0
2023-05-10 03:38:49.651845,75.57,644.0
2023-05-10 03:39:55.328018,76.22,640.0
2023-05-10 03:41:01.006852,75.94,642.0
2023-05-10 03:42:06.667832,75.93,642.0
2023-05-10 03:43:12.349429,75.48,644.0
2023-05-10 03:44:18.055908,75.75,643.0
2023-05-10 03:45:23.743871,75.96,641.0
2023-05-10 03:46:29.446323,75.57,644.0
2023-05-10 03:47:35.133257,75.96,641.0
2023-05-10 03:48:40.820371,75.91,642.0
2023-05-10 03:49:46.505715,75.97,641.0
2023-05-10 03:50:52.206450,76.0,641.0
2023-05-10 03:51:57.897882,75.51,644.0
2023-05-10 03:53:03.552336,75.32,645.0
2023-05-10 03:54:09.236176,75.45,644.0
2023-05-10 03:55:14.940283,76.43,639.0
2023-05-10 03:56:20.630570,75.49,644.0
2023-05-10 03:57:26.283829,75.36,645.0
2023-05-10 03:58:31.980326,75.51,644.0
2023-05-10 03:59:37.664919,75.53,644.0
2023-05-10 04:00:43.320906,75.48,644.0
2023-05-10 04:01:48.975867,75.96,641.0
2023-05-10 04:02:54.652158,75.94,642.0
2023-05-10 04:04:00.330303,75.39,645.0
2023-05-10 04:05:05.976437,76.0,641.0
2023-05-10 04:06:11.668608,75.49,644.0
2023-05-10 04:07:17.350722,75.51,644.0
2023-05-10 04:08:22.994558,75.94,642.0
2023-05-10 04:09:28.668988,75.46,644.0
2023-05-10 04:10:34.349859,75.49,644.0
2023-05-10 04:11:40.017273,75.94,642.0
2023-05-10 04:12:45.690883,75.95,641.0
2023-05-10 04:13:51.375965,75.99,641.0
2023-05-10 04:14:57.016457,75.55,644.0
2023-05-10 04:16:02.675975,75.93,642.0
2023-05-10 04:17:08.311904,75.46,644.0
2023-05-10 04:18:13.999925,75.49,644.0
2023-05-10 04:19:19.677519,75.46,644.0
2023-05-10 04:20:25.331948,75.56,644.0
2023-05-10 04:21:31.022194,76.42,639.0
2023-05-10 04:22:36.716580,75.5,644.0
2023-05-10 04:23:42.354034,75.94,642.0
2023-05-10 04:24:48.051962,75.57,644.0
2023-05-10 04:25:53.694122,75.93,642.0
2023-05-10 04:26:59.401873,75.96,641.0
2023-05-10 04:28:05.092213,76.11,641.0
2023-05-10 04:29:10.799374,75.91,642.0
2023-05-10 04:30:16.510325,75.53,644.0
2023-05-10 04:31:22.177224,75.88,642.0
2023-05-10 04:32:27.870126,75.96,641.0
2023-05-10 04:33:33.519464,75.55,644.0
2023-05-10 04:34:39.185874,74.74,649.0
2023-05-10 04:35:44.816193,75.96,641.0
2023-05-10 04:36:50.502004,75.49,644.0
2023-05-10 04:37:56.189057,75.98,641.0
2023-05-10 04:39:01.868018,76.75,637.0
2023-05-10 04:40:07.536240,75.97,641.0
2023-05-10 04:41:13.194158,75.54,644.0
2023-05-10 04:42:18.868179,75.98,641.0
2023-05-10 04:43:24.519822,75.97,641.0
2023-05-10 04:44:30.217068,75.94,642.0
2023-05-10 04:45:35.914605,75.94,642.0
2023-05-10 04:46:41.600003,76.48,638.0
2023-05-10 04:47:47.258300,75.95,641.0
2023-05-10 04:48:52.916125,74.81,648.0
2023-05-10 04:49:58.612125,75.98,641.0
2023-05-10 04:51:04.308203,75.54,644.0
2023-05-10 04:52:09.961143,75.55,644.0
2023-05-10 04:53:15.623870,75.57,644.0
2023-05-10 04:54:21.302133,75.98,641.0
2023-05-10 04:55:27.017268,75.55,644.0
2023-05-10 04:56:32.708285,75.95,641.0
2023-05-10 04:57:38.397031,75.95,641.0
2023-05-10 04:58:44.087070,74.78,648.0
2023-05-10 04:59:49.724904,75.92,642.0
2023-05-10 05:00:55.421086,75.06,647.0
2023-05-10 05:02:01.115768,75.57,644.0
2023-05-10 05:03:06.771884,75.59,644.0
2023-05-10 05:04:12.466294,75.96,641.0
2023-05-10 05:05:18.146709,75.56,644.0
2023-05-10 05:06:23.821368,75.95,641.0
2023-05-10 05:07:29.499962,75.98,641.0
2023-05-10 05:08:35.190636,75.92,642.0
2023-05-10 05:09:40.852665,75.93,642.0
2023-05-10 05:10:46.546611,75.91,642.0
2023-05-10 05:11:52.240525,75.88,642.0
2023-05-10 05:12:57.873491,75.1,646.0
2023-05-10 05:14:03.540615,76.38,639.0
2023-05-10 05:15:09.151428,75.44,644.0
2023-05-10 05:16:14.775424,75.89,642.0
2023-05-10 05:17:20.446540,75.96,641.0
2023-05-10 05:18:26.135640,75.93,642.0
2023-05-10 05:19:31.830685,75.93,642.0
2023-05-10 05:20:37.520054,78.16,628.0
2023-05-10 05:21:43.213357,75.5,644.0
2023-05-10 05:22:48.903828,75.47,644.0
2023-05-10 05:23:54.529957,75.07,647.0
2023-05-10 05:25:00.200052,75.97,641.0
2023-05-10 05:26:05.884842,75.95,641.0
2023-05-10 05:27:11.587925,75.51,644.0
2023-05-10 05:28:17.283007,75.54,644.0
2023-05-10 05:29:22.942043,75.97,641.0
2023-05-10 05:30:28.611845,75.92,642.0
2023-05-10 05:31:34.272455,75.95,641.0
2023-05-10 05:32:39.924424,75.96,641.0
2023-05-10 05:33:45.610801,76.47,638.0
2023-05-10 05:34:51.304242,75.58,644.0
2023-05-10 05:35:56.985358,75.96,641.0
2023-05-10 05:37:02.681147,76.0,641.0
2023-05-10 05:38:08.350398,75.57,644.0
2023-05-10 05:39:14.016790,75.95,641.0
2023-05-10 05:40:19.742483,75.96,641.0
2023-05-10 05:41:25.412887,75.93,642.0
2023-05-10 05:42:31.074732,75.95,641.0
2023-05-10 05:43:36.727859,75.9,642.0
2023-05-10 05:44:42.392348,75.11,646.0
2023-05-10 05:45:48.084687,76.39,639.0
2023-05-10 05:46:53.779822,75.11,646.0
2023-05-10 05:47:59.427877,76.0,641.0
2023-05-10 05:49:05.099987,75.93,642.0
2023-05-10 05:50:10.802277,76.0,641.0
2023-05-10 05:51:16.492068,75.99,641.0
2023-05-10 05:52:22.196821,75.95,641.0
2023-05-10 05:53:27.897891,75.99,641.0
2023-05-10 05:54:33.587453,74.68,649.0
2023-05-10 05:55:39.288032,75.54,644.0
2023-05-10 05:56:44.980844,75.1,646.0
2023-05-10 05:57:50.624003,76.37,639.0
2023-05-10 05:58:56.296556,75.98,641.0
2023-05-10 06:00:01.961251,75.15,646.0
2023-05-10 06:01:07.657456,75.11,646.0
2023-05-10 06:02:13.336998,75.98,641.0
2023-05-10 06:03:19.033945,75.98,641.0
2023-05-10 06:04:24.675807,75.97,641.0
2023-05-10 06:05:30.371075,76.42,639.0
2023-05-10 06:06:36.052080,75.58,644.0
2023-05-10 06:07:41.682911,75.54,644.0
2023-05-10 06:08:47.349465,75.99,641.0
2023-05-10 06:09:53.007943,75.98,641.0
2023-05-10 06:10:58.708737,76.39,639.0
2023-05-10 06:12:04.379494,75.54,644.0
2023-05-10 06:13:10.078814,76.0,641.0
2023-05-10 06:14:15.773162,75.19,646.0
2023-05-10 06:15:21.439091,76.45,639.0
2023-05-10 06:16:27.102087,75.97,641.0
2023-05-10 06:17:32.771918,76.38,639.0
2023-05-10 06:18:38.418393,75.98,641.0
2023-05-10 06:19:44.121309,76.4,639.0
2023-05-10 06:20:49.747670,76.04,641.0
2023-05-10 06:21:55.412907,75.6,644.0
2023-05-10 06:23:01.090040,75.49,644.0
2023-05-10 06:24:06.742334,75.55,644.0
2023-05-10 06:25:12.435305,75.13,646.0
2023-05-10 06:26:18.122890,75.06,647.0
2023-05-10 06:27:23.823428,75.93,642.0
2023-05-10 06:28:29.480065,75.98,641.0
2023-05-10 06:29:35.190885,75.6,644.0
2023-05-10 06:30:40.883926,76.01,641.0
2023-05-10 06:31:46.560117,75.11,646.0
2023-05-10 06:32:52.261544,75.56,644.0
2023-05-10 06:33:57.941061,75.54,644.0
2023-05-10 06:35:03.593990,76.89,636.0
2023-05-10 06:36:09.291117,75.96,641.0
2023-05-10 06:37:14.996605,76.0,641.0
2023-05-10 06:38:20.699465,75.15,646.0
2023-05-10 06:39:26.399327,75.61,643.0
2023-05-10 06:40:32.091781,75.57,644.0
2023-05-10 06:41:37.780010,76.4,639.0
2023-05-10 06:42:43.454120,74.3,651.0
2023-05-10 06:43:49.129995,75.21,646.0
2023-05-10 06:44:54.791845,75.17,646.0
2023-05-10 06:46:00.471443,75.18,646.0
2023-05-10 06:47:06.142842,75.26,646.0
2023-05-10 06:48:11.781532,75.94,642.0
2023-05-10 06:49:17.452103,76.36,639.0
2023-05-10 06:50:23.127443,75.75,643.0
2023-05-10 06:51:28.763985,76.42,639.0
2023-05-10 06:52:34.419880,76.4,639.0
2023-05-10 06:53:40.104141,75.19,646.0
2023-05-10 06:54:45.717157,75.94,642.0
2023-05-10 06:55:51.413367,76.42,639.0
2023-05-10 06:56:57.095179,76.39,639.0
2023-05-10 06:58:02.764337,76.38,639.0
2023-05-10 06:59:08.457863,76.46,638.0
2023-05-10 07:00:14.131951,75.96,641.0
2023-05-10 07:01:19.780060,76.38,639.0
2023-05-10 07:02:25.478007,75.55,644.0
2023-05-10 07:03:31.170300,75.09,647.0
2023-05-10 07:04:36.848396,75.21,646.0
2023-05-10 07:05:42.523881,76.86,636.0
2023-05-10 07:06:48.226107,75.14,646.0
2023-05-10 07:07:53.920986,75.6,644.0
2023-05-10 07:08:59.625153,75.62,643.0
2023-05-10 07:10:05.274270,75.94,642.0
2023-05-10 07:11:10.980155,75.12,646.0
2023-05-10 07:12:16.685839,76.46,638.0
2023-05-10 07:13:22.372440,76.01,641.0
2023-05-10 07:14:28.053841,75.59,644.0
2023-05-10 07:15:33.709345,74.67,649.0
2023-05-10 07:16:39.346097,76.0,641.0
2023-05-10 07:17:45.000121,75.12,646.0
2023-05-10 07:18:50.645950,75.63,643.0
2023-05-10 07:19:56.342085,76.36,639.0
2023-05-10 07:21:02.047217,72.68,661.0
2023-05-10 07:22:07.711961,75.17,646.0
2023-05-10 07:23:13.381822,75.95,641.0
2023-05-10 07:24:19.066823,75.63,643.0
2023-05-10 07:25:24.745700,76.17,640.0
2023-05-10 07:26:30.399821,75.61,643.0
2023-05-10 07:27:36.100627,76.43,639.0
2023-05-10 07:28:41.772088,75.57,644.0
2023-05-10 07:29:47.453136,74.6,649.0
2023-05-10 07:30:53.139848,75.98,641.0
2023-05-10 07:31:58.784345,84.6,591.0
2023-05-10 07:33:04.486000,75.65,643.0
2023-05-10 07:34:10.152997,75.16,646.0
2023-05-10 07:35:15.777029,75.58,644.0
2023-05-10 07:36:21.415853,76.42,639.0
2023-05-10 07:37:27.082265,75.96,641.0
2023-05-10 07:38:32.715364,76.01,641.0
2023-05-10 07:39:38.391308,76.84,636.0
2023-05-10 07:40:44.079744,75.16,646.0
2023-05-10 07:41:49.754897,76.4,639.0
2023-05-10 07:42:55.386707,75.6,644.0
2023-05-10 07:44:01.054195,76.41,639.0
2023-05-10 07:45:06.720750,75.11,646.0
2023-05-10 07:46:12.413460,75.61,643.0
2023-05-10 07:47:18.053224,75.6,644.0
2023-05-10 07:48:23.750222,76.08,641.0
2023-05-10 07:49:29.401504,75.59,644.0
2023-05-10 07:50:35.045636,75.57,644.0
2023-05-10 07:51:40.663387,75.2,646.0
2023-05-10 07:52:46.336280,76.83,636.0
2023-05-10 07:53:51.988005,75.59,644.0
2023-05-10 07:54:57.677597,75.96,641.0
2023-05-10 07:56:03.368239,75.63,643.0
2023-05-10 07:57:08.986301,76.83,636.0
2023-05-10 07:58:14.666158,76.83,636.0
2023-05-10 07:59:20.318742,75.64,643.0
2023-05-10 08:00:25.991405,75.19,646.0
2023-05-10 08:01:31.652037,75.98,641.0
2023-05-10 08:02:37.348732,75.17,646.0
2023-05-10 08:03:43.030899,75.6,644.0
2023-05-10 08:04:48.694106,75.14,646.0
2023-05-10 08:05:54.399098,76.47,638.0
2023-05-10 08:07:00.047900,74.0,653.0
2023-05-10 08:08:05.684271,75.44,644.0
2023-05-10 08:09:11.352536,75.93,642.0
2023-05-10 08:10:17.059037,76.45,639.0
2023-05-10 08:11:22.699965,75.93,642.0
2023-05-10 08:12:28.399288,76.44,639.0
2023-05-10 08:13:34.103318,76.41,639.0
2023-05-10 08:14:39.750526,77.53,632.0
2023-05-10 08:15:45.446462,77.34,633.0
2023-05-10 08:16:51.146089,74.73,649.0
2023-05-10 08:17:56.795500,76.04,641.0
2023-05-10 08:19:02.483466,75.17,646.0
2023-05-10 08:20:08.140330,75.61,643.0
2023-05-10 08:21:13.865007,75.15,646.0
2023-05-10 08:22:19.563077,76.43,639.0
2023-05-10 08:23:25.234715,75.6,644.0
2023-05-10 08:24:30.902228,75.64,643.0
2023-05-10 08:25:36.571817,75.58,644.0
2023-05-10 08:26:42.251869,76.34,639.0
2023-05-10 08:27:47.931927,76.84,636.0
2023-05-10 08:28:53.642311,76.09,641.0
2023-05-10 08:29:59.282367,75.19,646.0
2023-05-10 08:31:04.959903,75.81,642.0
2023-05-10 08:32:10.641869,75.31,645.0
2023-05-10 08:33:16.341166,76.41,639.0
2023-05-10 08:34:21.983810,75.13,646.0
2023-05-10 08:35:27.640351,75.06,647.0
2023-05-10 08:36:33.331531,75.6,644.0
2023-05-10 08:37:39.026722,75.2,646.0
2023-05-10 08:38:44.700244,75.12,646.0
2023-05-10 08:39:50.348762,75.16,646.0
2023-05-10 08:40:56.041909,76.12,640.0
2023-05-10 08:42:01.715888,75.14,646.0
2023-05-10 08:43:07.361683,75.55,644.0
2023-05-10 08:44:13.006696,75.62,643.0
2023-05-10 08:45:18.695393,75.74,643.0
2023-05-10 08:46:24.366790,75.17,646.0
2023-05-10 08:47:30.062011,75.47,644.0
2023-05-10 08:48:35.726417,76.06,641.0
2023-05-10 08:49:41.393621,75.57,644.0
2023-05-10 08:50:47.058723,75.64,643.0
2023-05-10 08:51:52.699920,74.75,649.0
2023-05-10 08:52:58.349268,75.59,644.0
2023-05-10 08:54:04.002997,76.9,636.0
2023-05-10 08:55:09.699366,75.8,642.0
2023-05-10 08:56:15.364768,75.18,646.0
2023-05-10 08:57:21.042162,75.64,643.0
2023-05-10 08:58:26.679919,75.57,644.0
2023-05-10 08:59:32.375790,76.07,641.0
2023-05-10 09:00:38.064452,76.0,641.0
2023-05-10 09:01:43.728013,74.51,650.0
2023-05-10 09:02:49.429992,75.62,643.0
2023-05-10 09:03:55.136497,75.58,644.0
2023-05-10 09:05:00.794511,75.2,646.0
2023-05-10 09:06:06.507024,75.66,643.0
2023-05-10 09:07:12.174858,76.87,636.0
2023-05-10 09:08:17.855758,75.6,644.0
2023-05-10 09:09:23.533381,74.72,649.0
2023-05-10 09:10:29.160638,75.63,643.0
2023-05-10 09:11:34.861661,75.61,643.0
2023-05-10 09:12:40.548023,75.06,647.0
2023-05-10 09:13:46.246641,75.62,643.0
2023-05-10 09:14:51.891973,75.56,644.0
2023-05-10 09:15:57.588981,74.89,648.0
2023-05-10 09:17:03.250966,75.14,646.0
2023-05-10 09:18:08.961022,75.6,644.0
2023-05-10 09:19:14.583889,75.62,643.0
2023-05-10 09:20:20.277448,76.22,640.0
2023-05-10 09:21:25.980423,75.97,641.0
2023-05-10 09:22:31.651917,76.86,636.0
2023-05-10 09:23:37.323891,75.98,641.0
2023-05-10 09:24:42.999957,75.06,647.0
2023-05-10 09:25:48.627734,75.64,643.0
2023-05-10 09:26:54.290436,76.16,640.0
2023-05-10 09:27:59.954450,76.86,636.0
2023-05-10 09:29:05.605524,75.67,643.0
2023-05-10 09:30:11.230043,75.19,646.0
2023-05-10 09:31:16.923208,76.85,636.0
2023-05-10 09:32:22.611268,75.64,643.0
2023-05-10 09:33:28.269184,76.86,636.0
2023-05-10 09:34:33.952748,75.16,646.0
2023-05-10 09:35:39.635936,76.07,641.0
2023-05-10 09:36:45.313771,75.98,641.0
2023-05-10 09:37:50.937474,75.16,646.0
2023-05-10 09:38:56.599900,75.12,646.0
2023-05-10 09:40:02.293028,75.19,646.0
2023-05-10 09:41:07.967930,75.63,643.0
2023-05-10 09:42:13.646548,75.97,641.0
2023-05-10 09:43:19.298966,75.61,643.0
2023-05-10 09:44:24.989572,75.17,646.0
2023-05-10 09:45:30.671928,75.61,643.0
2023-05-10 09:46:36.349184,76.03,641.0
2023-05-10 09:47:41.986028,75.62,643.0
2023-05-10 09:48:47.675608,75.19,646.0
2023-05-10 09:49:53.344607,76.05,641.0
2023-05-10 09:50:59.052741,75.61,643.0
2023-05-10 09:52:04.705584,75.17,646.0
2023-05-10 09:53:10.434288,76.46,638.0
2023-05-10 09:54:16.105453,75.64,643.0
2023-05-10 09:55:21.799940,75.39,645.0
2023-05-10 09:56:27.452955,75.98,641.0
2023-05-10 09:57:33.120764,85.78,584.0
2023-05-10 09:58:38.793326,76.05,641.0
2023-05-10 09:59:44.441824,75.61,643.0
2023-05-10 10:00:50.067865,76.0,641.0
2023-05-10 10:01:55.754281,76.08,641.0
2023-05-10 10:03:01.434919,75.16,646.0
2023-05-10 10:04:07.122294,75.98,641.0
2023-05-10 10:05:12.832889,76.43,639.0
2023-05-10 10:06:18.525915,75.98,641.0
2023-05-10 10:07:24.234220,75.05,647.0
2023-05-10 10:08:29.871860,76.43,639.0
2023-05-10 10:09:35.570212,76.88,636.0
2023-05-10 10:10:41.271866,76.47,638.0
2023-05-10 10:11:46.932252,75.46,644.0
2023-05-10 10:12:52.631523,75.03,647.0
2023-05-10 10:13:58.321072,75.2,646.0
2023-05-10 10:15:04.017943,75.34,645.0
2023-05-10 10:16:09.651524,75.18,646.0
2023-05-10 10:17:15.339967,75.82,642.0
2023-05-10 10:18:21.049125,75.59,644.0
2023-05-10 10:19:26.707858,76.0,641.0
2023-05-10 10:20:32.340156,75.66,643.0
2023-05-10 10:21:38.015957,75.62,643.0
2023-05-10 10:22:43.698005,75.29,645.0
2023-05-10 10:23:49.400533,75.18,646.0
2023-05-10 10:24:55.096939,76.02,641.0
2023-05-10 10:26:00.721091,75.6,644.0
2023-05-10 10:27:06.371092,76.46,638.0
2023-05-10 10:28:12.070059,75.55,644.0
2023-05-10 10:29:17.753474,76.45,639.0
2023-05-10 10:30:23.414794,75.65,643.0
2023-05-10 10:31:29.105964,76.01,641.0
2023-05-10 10:32:34.763007,76.28,640.0
2023-05-10 10:33:40.419984,75.65,643.0
2023-05-10 10:34:46.091006,76.42,639.0
