time,distance,litros
2023-05-09 23:07:32.307553,75.94,642.0
2023-05-09 23:08:36.787843,75.89,642.0
2023-05-09 23:09:41.302414,75.46,644.0
2023-05-09 23:10:45.856666,76.07,641.0
2023-05-09 23:11:50.355614,75.07,647.0
2023-05-09 23:12:54.924174,76.25,640.0
2023-05-09 23:13:59.488441,77.17,634.0
2023-05-09 23:15:03.999993,76.28,640.0
2023-05-09 23:16:08.549406,75.91,642.0
2023-05-09 23:17:13.100435,75.02,647.0
2023-05-09 23:18:17.620040,76.32,639.0
2023-05-09 23:19:22.171558,75.02,647.0
2023-05-09 23:20:26.727321,75.86,642.0
2023-05-09 23:21:31.283069,75.88,642.0
2023-05-09 23:22:35.827330,75.45,644.0
2023-05-09 23:23:40.401255,76.73,637.0
2023-05-09 23:24:44.931064,76.27,640.0
2023-05-09 23:25:49.434992,76.76,637.0
2023-05-09 23:26:54.003585,76.29,639.0
2023-05-09 23:27:58.522549,75.38,645.0
2023-05-09 23:29:03.027916,75.05,647.0
2023-05-09 23:30:07.586623,75.01,647.0
2023-05-09 23:31:12.157566,76.28,640.0
2023-05-09 23:32:16.671152,76.27,640.0
2023-05-09 23:33:21.172056,76.01,641.0
2023-05-09 23:34:25.710219,76.3,639.0
2023-05-09 23:35:30.271077,76.73,637.0
2023-05-09 23:36:34.830603,75.75,643.0
2023-05-09 23:37:39.335830,75.49,644.0
2023-05-09 23:38:43.843728,75.48,644.0
2023-05-09 23:39:48.349043,75.48,644.0
2023-05-09 23:40:52.852022,76.29,639.0
2023-05-09 23:41:57.413081,76.37,639.0
2023-05-09 23:43:01.968815,76.74,637.0
2023-05-09 23:44:06.495359,75.86,642.0
2023-05-09 23:45:11.034072,76.79,637.0
2023-05-09 23:46:15.599932,75.04,647.0
2023-05-09 23:47:20.155935,75.47,644.0
2023-05-09 23:48:24.683671,76.75,637.0
2023-05-09 23:49:29.244843,75.45,644.0
2023-05-09 23:50:33.820698,75.43,645.0
2023-05-09 23:51:38.385096,75.91,642.0
2023-05-09 23:52:42.912331,76.35,639.0
2023-05-09 23:53:47.416135,75.53,644.0
2023-05-09 23:54:51.987799,74.97,647.0
2023-05-09 23:55:56.562683,75.56,644.0
2023-05-09 23:57:01.121417,75.46,644.0
2023-05-09 23:58:05.674029,75.46,644.0
2023-05-09 23:59:10.225965,75.08,647.0
